issue_d,addr_state,loan_amnt
2012-07,US.MT,148050
2012-07,US.NC,1718800
2012-07,US.NH,281325
2012-07,US.NJ,2630500
2012-07,US.NM,291925
2012-07,US.NV,932775
2012-07,US.NY,6052650
2012-07,US.OH,1953425
2012-07,US.OK,531825
2012-07,US.OR,527900
2012-07,US.PA,2050650
2012-07,US.RI,301150
2012-07,US.SC,646025
2012-07,US.SD,143975
2012-07,US.TX,5633800
2012-07,US.UT,438050
2012-07,US.VA,1731225
2012-07,US.VT,199425
2012-07,US.WA,1265925
2012-07,US.WI,892500
2012-07,US.WV,151525
2012-07,US.WY,76550
2012-08,US.AK,321075
2012-08,US.AL,789175
2012-08,US.AR,647100
2012-08,US.AZ,1625725
2012-08,US.CA,11997175
2012-08,US.CO,1289600
2012-08,US.CT,1125725
2012-08,US.DC,294275
2012-08,US.DE,149675
2012-08,US.FL,4358525
2012-08,US.GA,2196850
2012-08,US.HI,523800
2012-08,US.IL,3106850
2012-08,US.KS,741775
2012-08,US.KY,591925
2012-08,US.LA,724750
2012-08,US.MA,1958950
2012-08,US.MD,1517850
2012-08,US.MI,1380450
2012-08,US.MN,1138475
2012-08,US.MO,1225300
2012-08,US.MT,207925
2012-08,US.NC,1645950
2012-08,US.NH,355350
2012-08,US.NJ,2561275
2012-08,US.NM,386575
2012-08,US.NV,925275
2012-08,US.NY,7419575
2012-08,US.OH,2055675
2012-08,US.OK,591725
2012-08,US.OR,1032250
2012-08,US.PA,2058875
2012-08,US.RI,357125
2012-08,US.SC,695575
2012-08,US.SD,152050
2012-08,US.TX,6484950
2012-08,US.UT,361075
2012-08,US.VA,2240950
2012-08,US.VT,176925
2012-08,US.WA,1585275
2012-08,US.WI,785325
2012-08,US.WV,145500
2012-08,US.WY,148425
2012-09,US.AK,192200
2012-09,US.AL,1167975
2012-09,US.AR,613850
2012-09,US.AZ,1831500
2012-09,US.CA,13249675
2012-09,US.CO,1627725
2012-09,US.CT,1009650
2012-09,US.DC,199025
2012-09,US.DE,37000
2012-09,US.FL,5624925
2012-09,US.GA,2393475
2012-09,US.HI,465900
2012-09,US.IL,3260175
2012-09,US.KS,703225
2012-09,US.KY,630575
2012-09,US.LA,1002550
2012-09,US.MA,1647950
2012-09,US.MD,1761050
2012-09,US.MI,1770675
2012-09,US.MN,1492700
2012-09,US.MO,1396600
2012-09,US.MT,161750
2012-09,US.NC,2264975
2012-09,US.NH,278175
2012-09,US.NJ,3141725
2012-09,US.NM,374650
2012-09,US.NV,1084275
2012-09,US.NY,6871275
2012-09,US.OH,2243400
2012-09,US.OK,582475
2012-09,US.OR,1030925
2012-09,US.PA,2408950
2012-09,US.RI,310250
2012-09,US.SC,839550
2012-09,US.SD,203525
2012-09,US.TX,7216375
2012-09,US.UT,541025
2012-09,US.VA,2217925
2012-09,US.VT,133900
2012-09,US.WA,1860250
2012-09,US.WI,757025
2012-09,US.WV,260800
2012-09,US.WY,166150
2012-10,US.AK,191225
2012-10,US.AL,1513300
2012-10,US.AR,483000
2012-10,US.AZ,1512275
2012-10,US.CA,14436625
2012-10,US.CO,1499100
2012-10,US.CT,1289025
2012-10,US.DC,200400
2012-10,US.DE,260275
2012-10,US.FL,5818600
2012-10,US.GA,2869125
2012-10,US.HI,603075
2012-10,US.IL,3354750
2012-10,US.KS,800800
2012-10,US.KY,778250
2012-10,US.LA,1174500
2012-10,US.MA,2132450
2012-10,US.MD,1954625
2012-10,US.MI,1730050
2012-10,US.MN,1359075
2012-10,US.MO,1502850
2012-10,US.MT,177450
2012-10,US.NC,2268100
2012-10,US.NH,346275
2012-10,US.NJ,2932050
2012-10,US.NM,430350
2012-10,US.NV,1327325
2012-10,US.NY,7597900
2012-10,US.OH,2834275
2012-10,US.OK,677175
2012-10,US.OR,736475
2012-10,US.PA,2532575
2012-10,US.RI,305800
2012-10,US.SC,1071500
2012-10,US.SD,137250
2012-10,US.TX,6476800
2012-10,US.UT,714425
2012-10,US.VA,2480525
2012-10,US.VT,189625
2012-10,US.WA,1781950
2012-10,US.WI,992850
2012-10,US.WV,406400
2012-10,US.WY,161675
2012-11,US.AK,344725
2012-11,US.AL,1192875
2012-11,US.AR,576625
2012-11,US.AZ,1875200
2012-11,US.CA,15222225
2012-11,US.CO,1481025
2012-11,US.CT,1403675
2012-11,US.DC,135350
2012-11,US.DE,109975
2012-11,US.FL,5332850
2012-11,US.GA,2621375
2012-11,US.HI,868275
2012-11,US.IL,3351000
2012-11,US.IN,33775
2012-11,US.KS,987150
2012-11,US.KY,1002500
2012-11,US.LA,1007925
2012-11,US.MA,2674350
2012-11,US.MD,2187875
2012-11,US.MI,2055050
2012-11,US.MN,1255725
2012-11,US.MO,1199125
2012-11,US.MT,282950
2012-11,US.NC,2701625
2012-11,US.NE,21250
2012-11,US.NH,474125
2012-11,US.NJ,4340000
2012-11,US.NM,680825
2012-11,US.NV,1387225
2012-11,US.NY,7262050
2012-11,US.OH,2537475
2012-11,US.OK,686325
2012-11,US.OR,1001875
2012-11,US.PA,2401950
2012-11,US.RI,391250
2012-11,US.SC,1257150
2012-11,US.SD,165675
2012-11,US.TX,7191075
2012-11,US.UT,538425
2012-11,US.VA,3439450
2012-11,US.VT,238150
2012-11,US.WA,2180975
2012-11,US.WI,941900
2012-11,US.WV,471725
2012-11,US.WY,184250
2012-12,US.AK,670100
2012-12,US.AL,1207125
2012-12,US.AR,578825
2012-12,US.AZ,1747650
2012-12,US.CA,15874800
2012-12,US.CO,1807250
2012-12,US.CT,1633850
2012-12,US.DC,311575
2012-12,US.DE,202000
2012-12,US.FL,5774775
2012-12,US.GA,2975400
2012-12,US.HI,473775
2012-12,US.IL,3399450
2012-12,US.IN,324800
2012-12,US.KS,1002975
2012-12,US.KY,956150
2012-12,US.LA,1018625
2012-12,US.MA,2626775
2012-12,US.MD,2310450
2012-12,US.MI,1969325
2012-12,US.MN,1744275
2012-12,US.MO,1679125
2012-12,US.MT,269675
2012-12,US.NC,2889100
2012-12,US.NH,580025
2012-12,US.NJ,3296750
2012-12,US.NM,564300
2012-12,US.NV,1475650
2012-12,US.NY,8346275
2012-12,US.OH,2597150
2012-12,US.OK,836200
2012-12,US.OR,1106150
2012-12,US.PA,3217875
2012-12,US.RI,385175
2012-12,US.SC,1366425
2012-12,US.SD,151450
2012-12,US.TX,8629025
2012-12,US.UT,551775
2012-12,US.VA,3135550
2012-12,US.VT,261525
2012-12,US.WA,2290425
2012-12,US.WI,1136175
2012-12,US.WV,489825
2012-12,US.WY,224875
2013-01,US.AK,456050
2013-01,US.AL,994450
2013-01,US.AR,588400
2013-01,US.AZ,2499425
2013-01,US.CA,18136950
2013-01,US.CO,2449275
2013-01,US.CT,1823550
2013-01,US.DC,418750
2013-01,US.DE,231825
2013-01,US.FL,6621975
2013-01,US.GA,3102150
2013-01,US.HI,725250
2013-01,US.IL,4566850
2013-01,US.IN,1326850
2013-01,US.KS,921300
2013-01,US.KY,996075
2013-01,US.LA,1133400
2013-01,US.MA,2731875
2013-01,US.MD,2243300
2013-01,US.MI,2447300
2013-01,US.MN,1647925
2013-01,US.MO,1703400
2013-01,US.MT,223050
2013-01,US.NC,2640175
2013-01,US.NH,439025
2013-01,US.NJ,4286925
2013-01,US.NM,631325
2013-01,US.NV,1756200
2013-01,US.NY,8737650
2013-01,US.OH,3812350
2013-01,US.OK,672275
2013-01,US.OR,1495375
2013-01,US.PA,3485700
2013-01,US.RI,417300
2013-01,US.SC,1120550
2013-01,US.SD,366050
2013-01,US.TN,10000
2013-01,US.TX,7854500
2013-01,US.UT,918050
2013-01,US.VA,3664875
2013-01,US.VT,79050
2013-01,US.WA,2718050
2013-01,US.WI,1232275
2013-01,US.WV,528350
2013-01,US.WY,218950
2013-02,US.AK,422825
2013-02,US.AL,1558400
2013-02,US.AR,833450
2013-02,US.AZ,2463175
2013-02,US.CA,20584350
2013-02,US.CO,2800975
2013-02,US.CT,1464750
2013-02,US.DC,329875
2013-02,US.DE,408500
2013-02,US.FL,6578900
2013-02,US.GA,3590875
2013-02,US.HI,947725
2013-02,US.IL,4597575
2013-02,US.IN,2333900
2013-02,US.KS,1268000
2013-02,US.KY,1009850
2013-02,US.LA,1382100
2013-02,US.MA,3276100
2013-02,US.MD,3356275
2013-02,US.MI,3058800
2013-02,US.MN,2093950
2013-02,US.MO,1846900
2013-02,US.MS,29975
2013-02,US.MT,288700
2013-02,US.NC,3500300
2013-02,US.NH,440350
2013-02,US.NJ,4416725
2013-02,US.NM,748500
2013-02,US.NV,1933800
2013-02,US.NY,9816725
2013-02,US.OH,2938275
2013-02,US.OK,1122525
2013-02,US.OR,2017100
2013-02,US.PA,3942875
2013-02,US.RI,424275
2013-02,US.SC,1454450
2013-02,US.SD,232350
2013-02,US.TN,72275
2013-02,US.TX,9745100
2013-02,US.UT,1102325
2013-02,US.VA,4188450
2013-02,US.VT,120750
2013-02,US.WA,3543350
2013-02,US.WI,1170375
2013-02,US.WV,390375
2013-02,US.WY,324200
2013-03,US.AK,587950
2013-03,US.AL,1752375
2013-03,US.AR,874825
2013-03,US.AZ,2845200
2013-03,US.CA,22608925
2013-03,US.CO,3217850
2013-03,US.CT,1446100
2013-03,US.DC,507550
2013-03,US.DE,152000
2013-03,US.FL,7647000
2013-03,US.GA,3796825
2013-03,US.HI,851075
2013-03,US.IL,5205500
2013-03,US.IN,2067900
2013-03,US.KS,1307325
2013-03,US.KY,819900
2013-03,US.LA,1629000
2013-03,US.MA,2410100
2013-03,US.MD,3024825
2013-03,US.MI,3025175
2013-03,US.MN,2480550
2013-03,US.MO,2255425
2013-03,US.MT,297075
2013-03,US.NC,3498525
2013-03,US.NH,477500
2013-03,US.NJ,3913950
2013-03,US.NM,1050825
2013-03,US.NV,2078950
2013-03,US.NY,9549975
2013-03,US.OH,3628800
2013-03,US.OK,1350850
2013-03,US.OR,1464100
2013-03,US.PA,4305750
2013-03,US.RI,301225
2013-03,US.SC,1261050
2013-03,US.SD,170875
2013-03,US.TN,1983550
2013-03,US.TX,11270675
2013-03,US.UT,1097100
2013-03,US.VA,4061050
2013-03,US.VT,154525
2013-03,US.WA,3239550
2013-03,US.WI,1154900
2013-03,US.WV,543100
2013-03,US.WY,276225
2013-04,US.AK,404325
2013-04,US.AL,1337075
2013-04,US.AR,808100
2013-04,US.AZ,2673325
2013-04,US.CA,22205150
2013-04,US.CO,2802850
2013-04,US.CT,2243550
2013-04,US.DC,430850
2013-04,US.DE,275300
2013-04,US.FL,8052125
2013-04,US.GA,3771225
2013-04,US.HI,768325
2013-04,US.IL,5106275
2013-04,US.IN,2658550
2013-04,US.KS,1549475
2013-04,US.KY,1226575
2013-04,US.LA,1540500
2013-04,US.MA,3929550
2013-04,US.MD,2945275
2013-04,US.MI,3330050
2013-04,US.MN,2222950
2013-04,US.MO,2211950
2013-04,US.MT,447475
2013-04,US.NC,3839575
2013-04,US.NH,842550
2013-04,US.NJ,6475750
2013-04,US.NM,713875
2013-04,US.NV,2015600
2013-04,US.NY,12858250
2013-04,US.OH,4782500
2013-04,US.OK,1216375
2013-04,US.OR,1794600
2013-04,US.PA,4301125
2013-04,US.RI,656375
2013-04,US.SC,1673075
2013-04,US.SD,274950
2013-04,US.TN,2647800
2013-04,US.TX,11281025
2013-04,US.UT,1034900
2013-04,US.VA,4651500
2013-04,US.VT,313625
2013-04,US.WA,3027075
2013-04,US.WI,1703525
2013-04,US.WV,738150
2013-04,US.WY,342750
2013-05,US.AK,386800
2013-05,US.AL,1758975
2013-05,US.AR,1046400
2013-05,US.AZ,3895125
2013-05,US.CA,21472175
2013-05,US.CO,3266925
2013-05,US.CT,2573350
2013-05,US.DC,498950
2013-05,US.DE,335350
2013-05,US.FL,9033450
2013-05,US.GA,4689025
2013-05,US.HI,850650
2013-05,US.IL,5682475
2013-05,US.IN,2584350
2013-05,US.KS,1594750
2013-05,US.KY,1476225
2013-05,US.LA,1743225
2013-05,US.MA,4541975
2013-05,US.MD,3860150
2013-05,US.MI,3817400
2013-05,US.MN,3133300
2013-05,US.MO,2281000
2013-05,US.MT,443625
2013-05,US.NC,4426525
2013-05,US.NH,700275
2013-05,US.NJ,5448275
2013-05,US.NM,824150
2013-05,US.NV,2303100
2013-05,US.NY,10826200
2013-05,US.OH,4484850
2013-05,US.OK,1369875
2013-05,US.OR,1857200
2013-05,US.PA,4361150
2013-05,US.RI,936275
2013-05,US.SC,1617375
2013-05,US.SD,321775
2013-05,US.TN,3052875
2013-05,US.TX,12202350
2013-05,US.UT,970575
2013-05,US.VA,4545800
2013-05,US.VT,226875
2013-05,US.WA,3601650
2013-05,US.WI,1919625
2013-05,US.WV,679825
2013-05,US.WY,394225
2013-06,US.AK,619975
2013-06,US.AL,1861350
2013-06,US.AR,990625
2013-06,US.AZ,3424475
2013-06,US.CA,24688650
2013-06,US.CO,3391350
2013-06,US.CT,2288125
2013-06,US.DC,526750
2013-06,US.DE,476900
2013-06,US.FL,10640225
2013-06,US.GA,6136400
2013-06,US.HI,909250
2013-06,US.IL,6611350
2013-06,US.IN,2454850
2013-06,US.KS,1345475
2013-06,US.KY,1400675
2013-06,US.LA,1906775
2013-06,US.MA,3719675
2013-06,US.MD,3792275
2013-06,US.MI,4004325
2013-06,US.MN,2760000
2013-06,US.MO,2256850
2013-06,US.MT,448375
2013-06,US.NC,4723950
2013-06,US.NH,737125
2013-06,US.NJ,5398125
2013-06,US.NM,740925
2013-06,US.NV,2167675
2013-06,US.NY,11767925
2013-06,US.OH,5279075
2013-06,US.OK,1513225
2013-06,US.OR,2152350
2013-06,US.PA,5270550
2013-06,US.RI,523450
2013-06,US.SC,1580575
2013-06,US.SD,322925
2013-06,US.TN,2544625
2013-06,US.TX,13232575
2013-06,US.UT,1088575
2013-06,US.VA,4955475
2013-06,US.WA,3733050
2013-06,US.WI,2212575
2013-06,US.WV,1082775
2013-06,US.WY,381150
2013-07,US.AK,732675
2013-07,US.AL,1930525
2013-07,US.AR,994575
2013-07,US.AZ,4380375
2013-07,US.CA,29524625
2013-07,US.CO,4270875
2013-07,US.CT,2447400
2013-07,US.DC,428075
2013-07,US.DE,411625
2013-07,US.FL,10236950
2013-07,US.GA,5328425
2013-07,US.HI,706975
2013-07,US.ID,9000
2013-07,US.IL,6261850
2013-07,US.IN,2808225
2013-07,US.KS,1562050
2013-07,US.KY,1509100
2013-07,US.LA,2070650
2013-07,US.MA,4496350
2013-07,US.MD,4337300
2013-07,US.MI,3529375
2013-07,US.MN,2239225
2013-07,US.MO,2677225
2013-07,US.MT,622300
2013-07,US.NC,4579575
2013-07,US.NH,737150
2013-07,US.NJ,7041525
2013-07,US.NM,830125
2013-07,US.NV,2245400
2013-07,US.NY,13177850
2013-07,US.OH,5818175
2013-07,US.OK,1467825
2013-07,US.OR,2390100
2013-07,US.PA,5495300
2013-07,US.RI,643300
2013-07,US.SC,1706425
2013-07,US.SD,321950
2013-07,US.TN,2807250
2013-07,US.TX,13503175
2013-07,US.UT,1433525
2013-07,US.VA,5275700
2013-07,US.WA,4723925
2013-07,US.WI,1633250
2013-07,US.WV,900525
2013-07,US.WY,529025
2013-08,US.AK,376700
2013-08,US.AL,1849250
2013-08,US.AR,1182075
2013-08,US.AZ,3891975
2013-08,US.CA,28412250
2013-08,US.CO,3534575
2013-08,US.CT,3108850
2013-08,US.DC,752125
2013-08,US.DE,664825
2013-08,US.FL,11295625
2013-08,US.GA,5242000
2013-08,US.HI,848825
2013-08,US.IL,7539500
2013-08,US.IN,2741150
2013-08,US.KS,1649150
2013-08,US.KY,1472825
2013-08,US.LA,2530050
2013-08,US.MA,4106950
2013-08,US.MD,5106925
2013-08,US.MI,4113825
2013-08,US.MN,3441900
2013-08,US.MO,2561525
2013-08,US.MT,430900
2013-08,US.NC,4693925
2013-08,US.NH,785650
2013-08,US.NJ,7835250
2013-08,US.NM,819000
2013-08,US.NV,2566000
2013-08,US.NY,15912150
2013-08,US.OH,5227500
2013-08,US.OK,1419825
2013-08,US.OR,2487300
2013-08,US.PA,6177950
2013-08,US.RI,723225
2013-08,US.SC,2058900
2013-08,US.SD,411275
2013-08,US.TN,3068875
2013-08,US.TX,13315000
2013-08,US.UT,1540625
2013-08,US.VA,6192200
2013-08,US.VT,32375
2013-08,US.WA,4476700
2013-08,US.WI,2019025
2013-08,US.WV,1088100
2013-08,US.WY,328050
2013-09,US.AK,366325
2013-09,US.AL,2174575
2013-09,US.AR,1238425
2013-09,US.AZ,4394775
2013-09,US.CA,29607425
2013-09,US.CO,4016800
2013-09,US.CT,3329925
2013-09,US.DC,439425
2013-09,US.DE,591025
2013-09,US.FL,11773600
2013-09,US.GA,5793725
2013-09,US.HI,992675
2013-09,US.IL,7333375
2013-09,US.IN,3567100
2013-09,US.KS,1395725
2013-09,US.KY,1503100
2013-09,US.LA,2367275
2013-09,US.MA,5012650
2013-09,US.MD,4872350
2013-09,US.MI,3896700
2013-09,US.MN,2651475
2013-09,US.MO,2440375
2013-09,US.MS,6000
2013-09,US.MT,575425
2013-09,US.NC,5110850
2013-09,US.NH,774925
2013-09,US.NJ,7630700
2013-09,US.NM,1003600
2013-09,US.NV,2302750
2013-09,US.NY,16979550
2013-09,US.OH,5664500
2013-09,US.OK,1539225
2013-09,US.OR,2608500
2013-09,US.PA,7034450
2013-09,US.RI,938975
2013-09,US.SC,2104375
2013-09,US.SD,278900
2013-09,US.TN,3287500
2013-09,US.TX,14885800
2013-09,US.UT,1507600
2013-09,US.VA,5631225
2013-09,US.VT,209825
2013-09,US.WA,4741125
2013-09,US.WI,1704350
2013-09,US.WV,977625
2013-09,US.WY,654525
2013-10,US.AK,448900
2013-10,US.AL,2671725
2013-10,US.AR,1829750
2013-10,US.AZ,4272850
2013-10,US.CA,28149825
2013-10,US.CO,4116075
2013-10,US.CT,3405850
2013-10,US.DC,559325
2013-10,US.DE,643950
2013-10,US.FL,14536500
2013-10,US.GA,6764800
2013-10,US.HI,1410675
2013-10,US.IA,7200
2013-10,US.IL,8505950
2013-10,US.IN,3741175
2013-10,US.KS,2219600
2013-10,US.KY,2259175
2013-10,US.LA,2673075
2013-10,US.MA,4915750
2013-10,US.MD,4352875
2013-10,US.MI,5406200
2013-10,US.MN,3483025
2013-10,US.MO,3038375
2013-10,US.MT,564700
2013-10,US.NC,6070400
2013-10,US.NH,1035325
2013-10,US.NJ,8200875
2013-10,US.NM,1255225
2013-10,US.NV,2413250
2013-10,US.NY,16052275
2013-10,US.OH,6960700
2013-10,US.OK,1901975
2013-10,US.OR,2394025
2013-10,US.PA,6743675
2013-10,US.RI,782750
2013-10,US.SC,2696000
2013-10,US.SD,338450
2013-10,US.TN,3138750
2013-10,US.TX,16164975
2013-10,US.UT,1715350
2013-10,US.VA,7257525
2013-10,US.VT,451175
2013-10,US.WA,4189475
2013-10,US.WI,3518225
2013-10,US.WV,1059875
2013-10,US.WY,454325
2013-11,US.AK,731425
2013-11,US.AL,2855850
2013-11,US.AR,1436500
2013-11,US.AZ,5056650
2013-11,US.CA,32876850
2013-11,US.CO,5049225
2013-11,US.CT,3337000
2013-11,US.DC,466600
2013-11,US.DE,620950
2013-11,US.FL,12643275
2013-11,US.GA,7510100
2013-11,US.HI,1402825
2013-11,US.IL,8702975
2013-11,US.IN,3376100
2013-11,US.KS,1811800
2013-11,US.KY,2073575
2013-11,US.LA,2225475
2013-11,US.MA,4928700
2013-11,US.MD,4953400
2013-11,US.MI,5372200
2013-11,US.MN,3359075
2013-11,US.MO,3428225
2013-11,US.MT,652075
2013-11,US.NC,6355450
2013-11,US.NE,11200
2013-11,US.NH,1078175
2013-11,US.NJ,8604425
2013-11,US.NM,1247825
2013-11,US.NV,2693450
2013-11,US.NY,16296750
2013-11,US.OH,7439350
2013-11,US.OK,2373575
2013-11,US.OR,2773400
2013-11,US.PA,7676175
2013-11,US.RI,783850
2013-11,US.SC,2250550
2013-11,US.SD,491025
2013-11,US.TN,3815800
2013-11,US.TX,17649025
2013-11,US.UT,1755750
2013-11,US.VA,7441175
2013-11,US.VT,379375
2013-11,US.WA,5119675
2013-11,US.WI,3007100
2013-11,US.WV,1092350
2013-11,US.WY,786425
2013-12,US.AK,908575
2013-12,US.AL,3042725
2013-12,US.AR,1831500
2013-12,US.AZ,4243025
2013-12,US.CA,33304150
2013-12,US.CO,4884550
2013-12,US.CT,3619625
2013-12,US.DC,558225
2013-12,US.DE,472675
2013-12,US.FL,13293950
2013-12,US.GA,7653375
2013-12,US.HI,1561425
2013-12,US.IL,9097475
2013-12,US.IN,4357875
2013-12,US.KS,2174600
2013-12,US.KY,2074825
2013-12,US.LA,2799800
2013-12,US.MA,5281000
2013-12,US.MD,5495125
2013-12,US.MI,5935675
2013-12,US.MN,4076175
2013-12,US.MO,3892475
2013-12,US.MT,571475
2013-12,US.NC,5725475
2013-12,US.NE,6000
2013-12,US.NH,1187600
2013-12,US.NJ,9733050
2013-12,US.NM,1455175
2013-12,US.NV,2878200
2013-12,US.NY,18267850
2013-12,US.OH,5883150
2013-12,US.OK,2459325
2013-12,US.OR,2598350
2013-12,US.PA,6898050
2013-12,US.RI,771650
2013-12,US.SC,2801875
2013-12,US.SD,342900
2013-12,US.TN,3466125
2013-12,US.TX,18633200
2013-12,US.UT,1947250
2013-12,US.VA,7163150
2013-12,US.VT,404150
2013-12,US.WA,5739325
2013-12,US.WI,2828950
2013-12,US.WV,1179325
2013-12,US.WY,664700
2014-01,US.AK,989700
2014-01,US.AL,3207375
2014-01,US.AR,1795600
2014-01,US.AZ,5029350
2014-01,US.CA,32471175
2014-01,US.CO,5603450
2014-01,US.CT,3443375
2014-01,US.DC,608500
2014-01,US.DE,488775
2014-01,US.FL,14635925
2014-01,US.GA,7739750
2014-01,US.HI,999425
2014-01,US.IL,9168325
2014-01,US.IN,4237125
2014-01,US.KS,1978125
2014-01,US.KY,2010250
2014-01,US.LA,2981175
2014-01,US.MA,5649800
2014-01,US.MD,5595675
2014-01,US.MI,5626050
2014-01,US.MN,4021250
2014-01,US.MO,3703175
2014-01,US.MT,590875
2014-01,US.NC,6017000
2014-01,US.NH,1421200
2014-01,US.NJ,9194825
2014-01,US.NM,1818275
2014-01,US.NV,3146025
2014-01,US.NY,18481650
2014-01,US.OH,7115175
2014-01,US.OK,2208800
2014-01,US.OR,2635900
2014-01,US.PA,7777500
2014-01,US.RI,871200
2014-01,US.SC,3277350
2014-01,US.SD,569725
2014-01,US.TN,3666825
2014-01,US.TX,21422175
2014-01,US.UT,1625875
2014-01,US.VA,8144250
2014-01,US.VT,471325
2014-01,US.WA,5455250
2014-01,US.WI,2654350
2014-01,US.WV,1482500
2014-01,US.WY,683925
2014-02,US.AK,595550
2014-02,US.AL,3021075
2014-02,US.AR,1619450
2014-02,US.AZ,4767300
2014-02,US.CA,31919475
2014-02,US.CO,4731500
2014-02,US.CT,3339050
2014-02,US.DC,626800
2014-02,US.DE,687025
2014-02,US.FL,13665300
2014-02,US.GA,8020825
2014-02,US.HI,1042025
2014-02,US.ID,7000
2014-02,US.IL,9317600
2014-02,US.IN,4100275
2014-02,US.KS,2022325
2014-02,US.KY,2298225
2014-02,US.LA,2495500
2014-02,US.MA,5197650
2014-02,US.MD,5873700
2014-02,US.MI,6160475
2014-02,US.MN,3944150
2014-02,US.MO,3510375
2014-02,US.MT,709675
2014-02,US.NC,6934475
2014-02,US.NH,959725
2014-02,US.NJ,9838200
2014-02,US.NM,1506225
2014-02,US.NV,2711450
2014-02,US.NY,19498500
2014-02,US.OH,7427125
2014-02,US.OK,1954725
2014-02,US.OR,2440425
2014-02,US.PA,8249175
2014-02,US.RI,1082675
2014-02,US.SC,2965850
2014-02,US.SD,425500
2014-02,US.TN,4307225
2014-02,US.TX,21403150
2014-02,US.UT,1874000
2014-02,US.VA,7412775
2014-02,US.VT,368925
2014-02,US.WA,4525350
2014-02,US.WI,2603550
2014-02,US.WV,1376775
2014-02,US.WY,548800
2014-03,US.AK,939300
2014-03,US.AL,3293350
2014-03,US.AR,1801050
2014-03,US.AZ,5587475
2014-03,US.CA,36984775
2014-03,US.CO,6000950
2014-03,US.CT,3109300
2014-03,US.DC,640300
2014-03,US.DE,690550
2014-03,US.FL,13157425
2014-03,US.GA,7806200
2014-03,US.HI,1483475
2014-03,US.IA,6725
2014-03,US.IL,9971525
2014-03,US.IN,4794100
2014-03,US.KS,2414825
2014-03,US.KY,2515450
2014-03,US.LA,3038575
2014-03,US.MA,5803600
2014-03,US.MD,5401950
2014-03,US.ME,29850
2014-03,US.MI,7147925
2014-03,US.MN,5042900
2014-03,US.MO,4096050
2014-03,US.MT,807775
2014-03,US.NC,5840075
2014-03,US.NH,1335050
2014-03,US.NJ,8870250
2014-03,US.NM,1728500
2014-03,US.NV,3430675
2014-03,US.NY,18560250
2014-03,US.OH,9012375
2014-03,US.OK,2420225
2014-03,US.OR,2946300
2014-03,US.PA,8532950
2014-03,US.RI,936325
2014-03,US.SC,3187650
2014-03,US.SD,516350
2014-03,US.TN,4484600
2014-03,US.TX,19935025
2014-03,US.UT,1982875
2014-03,US.VA,7062150
2014-03,US.VT,512475
2014-03,US.WA,6031750
2014-03,US.WI,3429575
2014-03,US.WV,1465075
2014-03,US.WY,976900
2014-04,US.AK,1087975
2014-04,US.AL,3502450
2014-04,US.AR,1836050
2014-04,US.AZ,6152025
2014-04,US.CA,37996150
2014-04,US.CO,6390625
2014-04,US.CT,3835900
2014-04,US.DC,895725
2014-04,US.DE,779975
2014-04,US.FL,16427025
2014-04,US.GA,8929750
2014-04,US.HI,1469475
2014-04,US.IL,12036800
2014-04,US.IN,5103700
2014-04,US.KS,2848525
2014-04,US.KY,2532525
2014-04,US.LA,3545425
2014-04,US.MA,6740350
2014-04,US.MD,7502175
2014-04,US.MI,7837150
2014-04,US.MN,5126925
2014-04,US.MO,5311125
2014-04,US.MS,253450
2014-04,US.MT,759350
2014-04,US.NC,7499025
2014-04,US.NH,1553050
2014-04,US.NJ,10651475
2014-04,US.NM,1549000
2014-04,US.NV,3485500
2014-04,US.NY,21806675
2014-04,US.OH,8949475
2014-04,US.OK,2645625
2014-04,US.OR,3444400
2014-04,US.PA,9636675
2014-04,US.RI,1100100
2014-04,US.SC,4102275
2014-04,US.SD,741750
2014-04,US.TN,4668300
2014-04,US.TX,25132475
2014-04,US.UT,1933375
2014-04,US.VA,9643725
2014-04,US.VT,634175
2014-04,US.WA,6510000
2014-04,US.WI,4172150
2014-04,US.WV,1630300
2014-04,US.WY,789425
2014-05,US.AK,902925
2014-05,US.AL,3639775
2014-05,US.AR,2101475
2014-05,US.AZ,6572650
2014-05,US.CA,37742250
2014-05,US.CO,5799725
2014-05,US.CT,4253375
2014-05,US.DC,849200
2014-05,US.DE,914725
2014-05,US.FL,18516450
2014-05,US.GA,9911825
2014-05,US.HI,1368225
2014-05,US.IL,11517250
2014-05,US.IN,5321475
2014-05,US.KS,2411850
2014-05,US.KY,2830675
2014-05,US.LA,3083875
2014-05,US.MA,6379950
2014-05,US.MD,6556575
2014-05,US.MI,5887650
2014-05,US.MN,4923050
2014-05,US.MO,4370500
2014-05,US.MS,2235050
2014-05,US.MT,951625
2014-05,US.NC,7890125
2014-05,US.NH,1850650
2014-05,US.NJ,11876875
2014-05,US.NM,1272525
2014-05,US.NV,3226925
2014-05,US.NY,24745525
2014-05,US.OH,9185050
2014-05,US.OK,2501775
2014-05,US.OR,2990900
2014-05,US.PA,10715500
2014-05,US.RI,1168675
2014-05,US.SC,3103675
2014-05,US.SD,724775
2014-05,US.TN,5215425
2014-05,US.TX,22355175
2014-05,US.UT,1774000
2014-05,US.VA,8302950
2014-05,US.VT,446025
2014-05,US.WA,6305650
2014-05,US.WI,3652400
2014-05,US.WV,1538100
2014-05,US.WY,776775
2014-06,US.AK,789875
2014-06,US.AL,3057475
2014-06,US.AR,1684025
