issue_d,addr_state,loan_amnt
2010-06,US.NH,14000
2010-06,US.NJ,814900
2010-06,US.NM,127800
2010-06,US.NV,63650
2010-06,US.NY,797800
2010-06,US.OH,402450
2010-06,US.OK,84000
2010-06,US.OR,91250
2010-06,US.PA,453300
2010-06,US.RI,48400
2010-06,US.SC,194250
2010-06,US.SD,25000
2010-06,US.TX,757575
2010-06,US.UT,42100
2010-06,US.VA,478800
2010-06,US.WA,216100
2010-06,US.WI,151700
2010-06,US.WV,41700
2010-06,US.WY,13000
2010-07,US.AK,1800
2010-07,US.AL,89600
2010-07,US.AR,90250
2010-07,US.AZ,190050
2010-07,US.CA,1806550
2010-07,US.CO,318850
2010-07,US.CT,287750
2010-07,US.DC,40500
2010-07,US.DE,27900
2010-07,US.FL,799625
2010-07,US.GA,503850
2010-07,US.HI,14350
2010-07,US.IL,434600
2010-07,US.KY,113650
2010-07,US.LA,169800
2010-07,US.MA,393725
2010-07,US.MD,317400
2010-07,US.MI,221875
2010-07,US.MN,233650
2010-07,US.MO,267050
2010-07,US.MT,10500
2010-07,US.NH,54675
2010-07,US.NJ,638675
2010-07,US.NM,74350
2010-07,US.NV,102050
2010-07,US.NY,1058450
2010-07,US.OH,393275
2010-07,US.OK,106225
2010-07,US.OR,253450
2010-07,US.PA,621550
2010-07,US.RI,96950
2010-07,US.SC,129450
2010-07,US.SD,30250
2010-07,US.TX,941275
2010-07,US.UT,121250
2010-07,US.VA,481550
2010-07,US.VT,2000
2010-07,US.WA,288950
2010-07,US.WI,121950
2010-07,US.WV,59450
2010-07,US.WY,27400
2010-08,US.AK,25000
2010-08,US.AL,191950
2010-08,US.AR,144350
2010-08,US.AZ,180000
2010-08,US.CA,2105600
2010-08,US.CO,227175
2010-08,US.CT,166300
2010-08,US.DC,102300
2010-08,US.DE,49000
2010-08,US.FL,917625
2010-08,US.GA,363725
2010-08,US.HI,22150
2010-08,US.IL,535550
2010-08,US.KY,98500
2010-08,US.LA,123400
2010-08,US.MA,409850
2010-08,US.MD,438225
2010-08,US.MI,291075
2010-08,US.MN,148500
2010-08,US.MO,233900
2010-08,US.MT,17500
2010-08,US.NH,20500
2010-08,US.NJ,662950
2010-08,US.NM,25050
2010-08,US.NV,133200
2010-08,US.NY,1454950
2010-08,US.OH,288575
2010-08,US.OK,88900
2010-08,US.OR,100750
2010-08,US.PA,318450
2010-08,US.RI,24000
2010-08,US.SC,166650
2010-08,US.SD,5000
2010-08,US.TX,1002675
2010-08,US.UT,103950
2010-08,US.VA,502950
2010-08,US.WA,224050
2010-08,US.WI,142300
2010-08,US.WV,38100
2010-08,US.WY,7200
2010-09,US.AK,53450
2010-09,US.AL,112425
2010-09,US.AR,58750
2010-09,US.AZ,302250
2010-09,US.CA,2231625
2010-09,US.CO,203725
2010-09,US.CT,438250
2010-09,US.DC,52400
2010-09,US.DE,81000
2010-09,US.FL,787350
2010-09,US.GA,464725
2010-09,US.HI,16250
2010-09,US.IL,393275
2010-09,US.KY,107700
2010-09,US.LA,115550
2010-09,US.MA,444225
2010-09,US.MD,454100
2010-09,US.MI,140050
2010-09,US.MN,177500
2010-09,US.MO,298900
2010-09,US.MT,16000
2010-09,US.NH,81750
2010-09,US.NJ,594000
2010-09,US.NM,101700
2010-09,US.NV,147950
2010-09,US.NY,1368650
2010-09,US.OH,377600
2010-09,US.OK,111000
2010-09,US.OR,115825
2010-09,US.PA,568500
2010-09,US.RI,19500
2010-09,US.SC,94450
2010-09,US.TX,784550
2010-09,US.UT,58125
2010-09,US.VA,310800
2010-09,US.VT,26275
2010-09,US.WA,205350
2010-09,US.WI,249000
2010-09,US.WV,55325
2010-09,US.WY,32750
2010-10,US.AL,196150
2010-10,US.AR,42500
2010-10,US.AZ,315275
2010-10,US.CA,2378250
2010-10,US.CO,266850
2010-10,US.CT,190875
2010-10,US.DC,98600
2010-10,US.DE,21400
2010-10,US.FL,884600
2010-10,US.GA,469025
2010-10,US.HI,74500
2010-10,US.IL,665150
2010-10,US.KS,16000
2010-10,US.KY,46700
2010-10,US.LA,193850
2010-10,US.MA,519400
2010-10,US.MD,295275
2010-10,US.MI,250725
2010-10,US.MN,122700
2010-10,US.MO,230050
2010-10,US.NC,81000
2010-10,US.NH,73000
2010-10,US.NJ,549350
2010-10,US.NM,58400
2010-10,US.NV,111500
2010-10,US.NY,1573700
2010-10,US.OH,339700
2010-10,US.OK,82600
2010-10,US.OR,134200
2010-10,US.PA,563250
2010-10,US.RI,93100
2010-10,US.SC,215700
2010-10,US.TX,850050
2010-10,US.UT,96300
2010-10,US.VA,459400
2010-10,US.VT,12900
2010-10,US.WA,192000
2010-10,US.WI,182350
2010-10,US.WV,145200
2010-10,US.WY,40550
2010-11,US.AK,9500
2010-11,US.AL,138150
2010-11,US.AR,165825
2010-11,US.AZ,184300
2010-11,US.CA,1894825
2010-11,US.CO,430650
2010-11,US.CT,219400
2010-11,US.DC,97800
2010-11,US.DE,28950
2010-11,US.FL,766900
2010-11,US.GA,427000
2010-11,US.HI,87800
2010-11,US.IL,511525
2010-11,US.KS,166650
2010-11,US.KY,94400
2010-11,US.LA,96550
2010-11,US.MA,551125
2010-11,US.MD,336975
2010-11,US.MI,307450
2010-11,US.MN,278800
2010-11,US.MO,255475
2010-11,US.MT,3000
2010-11,US.NC,483150
2010-11,US.NH,65700
2010-11,US.NJ,675050
2010-11,US.NM,63000
2010-11,US.NV,183400
2010-11,US.NY,1221200
2010-11,US.OH,356125
2010-11,US.OK,116150
2010-11,US.OR,164100
2010-11,US.PA,483550
2010-11,US.RI,101500
2010-11,US.SC,68400
2010-11,US.SD,35200
2010-11,US.TX,1088675
2010-11,US.UT,93675
2010-11,US.VA,639750
2010-11,US.WA,382850
2010-11,US.WI,152950
2010-11,US.WV,54000
2010-12,US.AK,39000
2010-12,US.AL,212200
2010-12,US.AR,105500
2010-12,US.AZ,430625
2010-12,US.CA,2758625
2010-12,US.CO,275800
2010-12,US.CT,259050
2010-12,US.DC,42900
2010-12,US.DE,52350
2010-12,US.FL,798150
2010-12,US.GA,515425
2010-12,US.HI,71500
2010-12,US.IL,578175
2010-12,US.KS,113750
2010-12,US.KY,124350
2010-12,US.LA,201250
2010-12,US.MA,485775
2010-12,US.MD,331375
2010-12,US.MI,390975
2010-12,US.MN,137800
2010-12,US.MO,283125
2010-12,US.MT,22700
2010-12,US.NC,394275
2010-12,US.NH,47025
2010-12,US.NJ,601550
2010-12,US.NM,41000
2010-12,US.NV,188125
2010-12,US.NY,1363825
2010-12,US.OH,416125
2010-12,US.OK,85600
2010-12,US.OR,168125
2010-12,US.PA,572050
2010-12,US.RI,31200
2010-12,US.SC,115400
2010-12,US.SD,25300
2010-12,US.TX,1093825
2010-12,US.UT,101750
2010-12,US.VA,362025
2010-12,US.VT,24325
2010-12,US.WA,258925
2010-12,US.WI,101550
2010-12,US.WV,65200
2010-12,US.WY,1400
2011-01,US.AK,39000
2011-01,US.AL,139550
2011-01,US.AR,78725
2011-01,US.AZ,289400
2011-01,US.CA,2514325
2011-01,US.CO,314650
2011-01,US.CT,243275
2011-01,US.DC,102725
2011-01,US.DE,14375
2011-01,US.FL,962175
2011-01,US.GA,483200
2011-01,US.HI,58625
2011-01,US.IL,666775
2011-01,US.KS,136650
2011-01,US.KY,54800
2011-01,US.LA,122700
2011-01,US.MA,430850
2011-01,US.MD,401425
2011-01,US.MI,279825
2011-01,US.MN,157300
2011-01,US.MO,173525
2011-01,US.MT,20000
2011-01,US.NC,519450
2011-01,US.NH,82300
2011-01,US.NJ,870900
2011-01,US.NM,16600
2011-01,US.NV,178750
2011-01,US.NY,1597125
2011-01,US.OH,490100
2011-01,US.OK,105000
2011-01,US.OR,163625
2011-01,US.PA,667250
2011-01,US.RI,59750
2011-01,US.SC,172325
2011-01,US.SD,25000
2011-01,US.TX,1059700
2011-01,US.UT,119050
2011-01,US.VA,472725
2011-01,US.VT,7000
2011-01,US.WA,342350
2011-01,US.WI,117000
2011-01,US.WV,74700
2011-02,US.AK,37500
2011-02,US.AL,190500
2011-02,US.AR,5500
2011-02,US.AZ,287375
2011-02,US.CA,2533200
2011-02,US.CO,291275
2011-02,US.CT,169900
2011-02,US.DC,73825
2011-02,US.DE,8700
2011-02,US.FL,1001075
2011-02,US.GA,550525
2011-02,US.HI,58925
2011-02,US.IL,507050
2011-02,US.KS,138675
2011-02,US.KY,174700
2011-02,US.LA,146100
2011-02,US.MA,582625
2011-02,US.MD,272450
2011-02,US.MI,369925
2011-02,US.MN,218850
2011-02,US.MO,303125
2011-02,US.MT,35750
2011-02,US.NC,610075
2011-02,US.NH,29800
2011-02,US.NJ,848000
2011-02,US.NM,32400
2011-02,US.NV,277200
2011-02,US.NY,1650000
2011-02,US.OH,417050
2011-02,US.OK,86875
2011-02,US.OR,152075
2011-02,US.PA,385400
2011-02,US.RI,20800
2011-02,US.SC,164475
2011-02,US.SD,20000
2011-02,US.TX,883650
2011-02,US.UT,39100
2011-02,US.VA,431300
2011-02,US.VT,26175
2011-02,US.WA,364250
2011-02,US.WI,152600
2011-02,US.WV,39000
2011-02,US.WY,13500
2011-03,US.AK,45200
2011-03,US.AL,165350
2011-03,US.AR,68575
2011-03,US.AZ,445025
2011-03,US.CA,3212750
2011-03,US.CO,267075
2011-03,US.CT,176125
2011-03,US.DC,87150
2011-03,US.DE,88500
2011-03,US.FL,926275
2011-03,US.GA,611050
2011-03,US.HI,62175
2011-03,US.IL,571225
2011-03,US.KS,95400
2011-03,US.KY,127200
2011-03,US.LA,115550
2011-03,US.MA,564775
2011-03,US.MD,443300
2011-03,US.MI,320250
2011-03,US.MN,324825
2011-03,US.MO,322825
2011-03,US.MT,38725
2011-03,US.NC,566775
2011-03,US.NH,101200
2011-03,US.NJ,743325
2011-03,US.NM,58000
2011-03,US.NV,283275
2011-03,US.NY,1469600
2011-03,US.OH,583775
2011-03,US.OK,90025
2011-03,US.OR,151475
2011-03,US.PA,578950
2011-03,US.RI,37800
2011-03,US.SC,147900
2011-03,US.SD,10750
2011-03,US.TX,1391025
2011-03,US.UT,135000
2011-03,US.VA,538300
2011-03,US.VT,9600
2011-03,US.WA,380300
2011-03,US.WI,95900
2011-03,US.WV,115025
2011-04,US.AK,6300
2011-04,US.AL,241500
2011-04,US.AR,138875
2011-04,US.AZ,318625
2011-04,US.CA,3245750
2011-04,US.CO,356800
2011-04,US.CT,295850
2011-04,US.DC,65650
2011-04,US.DE,21900
2011-04,US.FL,1209700
2011-04,US.GA,473325
2011-04,US.HI,99600
2011-04,US.IL,901975
2011-04,US.KS,226575
2011-04,US.KY,196750
2011-04,US.LA,251100
2011-04,US.MA,345900
2011-04,US.MD,548450
2011-04,US.MI,295475
2011-04,US.MN,291575
2011-04,US.MO,312525
2011-04,US.MT,15000
2011-04,US.NC,531875
2011-04,US.NH,98875
2011-04,US.NJ,952675
2011-04,US.NM,112925
2011-04,US.NV,279975
2011-04,US.NY,1337725
2011-04,US.OH,416725
2011-04,US.OK,133150
2011-04,US.OR,203300
2011-04,US.PA,789750
2011-04,US.RI,81925
2011-04,US.SC,118850
2011-04,US.SD,15000
2011-04,US.TX,1205050
2011-04,US.UT,24000
2011-04,US.VA,764350
2011-04,US.VT,26000
2011-04,US.WA,320775
2011-04,US.WI,128375
2011-04,US.WV,123100
2011-04,US.WY,18475
2011-05,US.AK,40350
2011-05,US.AL,256300
2011-05,US.AR,73150
2011-05,US.AZ,350175
2011-05,US.CA,3481825
2011-05,US.CO,260800
2011-05,US.CT,255525
2011-05,US.DC,108600
2011-05,US.DE,68100
2011-05,US.FL,1512975
2011-05,US.GA,773550
2011-05,US.HI,55300
2011-05,US.IL,489675
2011-05,US.KS,143525
2011-05,US.KY,152175
2011-05,US.LA,172400
2011-05,US.MA,605725
2011-05,US.MD,616200
2011-05,US.MI,366850
2011-05,US.MN,306550
2011-05,US.MO,276925
2011-05,US.MT,118800
2011-05,US.NC,466750
2011-05,US.NH,97350
2011-05,US.NJ,1041550
2011-05,US.NM,135400
2011-05,US.NV,278300
2011-05,US.NY,1711425
2011-05,US.OH,695050
2011-05,US.OK,236700
2011-05,US.OR,156450
2011-05,US.PA,627050
2011-05,US.RI,53900
2011-05,US.SC,325075
2011-05,US.SD,3000
2011-05,US.TX,1359825
2011-05,US.UT,129600
2011-05,US.VA,837025
2011-05,US.VT,30500
2011-05,US.WA,284125
2011-05,US.WI,195625
2011-05,US.WV,81850
2011-05,US.WY,95925
2011-06,US.AK,41500
2011-06,US.AL,259525
2011-06,US.AR,151625
2011-06,US.AZ,381725
2011-06,US.CA,3379425
2011-06,US.CO,286150
2011-06,US.CT,505300
2011-06,US.DC,114850
2011-06,US.DE,63575
2011-06,US.FL,1559200
2011-06,US.GA,661475
2011-06,US.HI,25800
2011-06,US.IL,805650
2011-06,US.KS,199000
2011-06,US.KY,233850
2011-06,US.LA,368275
2011-06,US.MA,689850
2011-06,US.MD,641775
2011-06,US.MI,347950
2011-06,US.MN,322750
2011-06,US.MO,396875
2011-06,US.MT,66025
2011-06,US.NC,501650
2011-06,US.NH,78350
2011-06,US.NJ,941775
2011-06,US.NM,67200
2011-06,US.NV,240425
2011-06,US.NY,1995875
2011-06,US.OH,746775
2011-06,US.OK,205175
2011-06,US.OR,188400
2011-06,US.PA,761375
2011-06,US.RI,168225
2011-06,US.SC,391500
2011-06,US.SD,2800
2011-06,US.TX,1388900
2011-06,US.UT,136175
2011-06,US.VA,959275
2011-06,US.WA,347025
2011-06,US.WI,139550
2011-06,US.WV,109400
2011-06,US.WY,68200
2011-07,US.AK,62500
2011-07,US.AL,182650
2011-07,US.AR,114975
2011-07,US.AZ,440800
2011-07,US.CA,3296925
2011-07,US.CO,401425
2011-07,US.CT,406650
2011-07,US.DC,119725
2011-07,US.DE,13500
2011-07,US.FL,1709125
2011-07,US.GA,962050
2011-07,US.HI,93850
2011-07,US.IL,711625
2011-07,US.KS,120500
2011-07,US.KY,215925
2011-07,US.LA,388025
2011-07,US.MA,839325
2011-07,US.MD,561425
2011-07,US.MI,497950
2011-07,US.MN,195450
2011-07,US.MO,384200
2011-07,US.MT,11800
2011-07,US.NC,810250
2011-07,US.NH,59925
2011-07,US.NJ,884725
2011-07,US.NM,142925
2011-07,US.NV,267850
2011-07,US.NY,1996175
2011-07,US.OH,617575
2011-07,US.OK,238625
2011-07,US.OR,230925
2011-07,US.PA,732300
2011-07,US.RI,104000
2011-07,US.SC,358200
2011-07,US.SD,67800
2011-07,US.TX,1436450
2011-07,US.UT,75875
2011-07,US.VA,632625
2011-07,US.VT,8325
2011-07,US.WA,406125
2011-07,US.WI,383475
2011-07,US.WV,58650
2011-07,US.WY,94400
2011-08,US.AK,67750
2011-08,US.AL,184900
2011-08,US.AR,225775
2011-08,US.AZ,451850
2011-08,US.CA,4598725
2011-08,US.CO,380925
2011-08,US.CT,465550
2011-08,US.DC,162500
2011-08,US.DE,54125
2011-08,US.FL,1510800
2011-08,US.GA,736025
2011-08,US.HI,152450
2011-08,US.IL,1171125
2011-08,US.KS,235100
2011-08,US.KY,232600
2011-08,US.LA,177050
2011-08,US.MA,722800
2011-08,US.MD,793375
2011-08,US.MI,363650
2011-08,US.MN,399625
2011-08,US.MO,398150
2011-08,US.MT,58000
2011-08,US.NC,729325
2011-08,US.NH,68675
2011-08,US.NJ,1296800
2011-08,US.NM,72525
2011-08,US.NV,263975
2011-08,US.NY,1966700
2011-08,US.OH,742000
2011-08,US.OK,136800
2011-08,US.OR,326600
2011-08,US.PA,663725
2011-08,US.RI,83825
2011-08,US.SC,325250
2011-08,US.SD,44000
2011-08,US.TX,1513650
2011-08,US.UT,59250
2011-08,US.VA,578400
2011-08,US.VT,27750
2011-08,US.WA,422875
2011-08,US.WI,222500
2011-08,US.WV,148050
2011-08,US.WY,12000
2011-09,US.AK,28875
2011-09,US.AL,356150
2011-09,US.AR,220325
2011-09,US.AZ,723325
2011-09,US.CA,4633825
2011-09,US.CO,601650
2011-09,US.CT,638450
2011-09,US.DC,170275
2011-09,US.DE,49100
2011-09,US.FL,1722875
2011-09,US.GA,879025
2011-09,US.HI,130925
2011-09,US.IL,1103875
2011-09,US.KS,215750
2011-09,US.KY,254150
2011-09,US.LA,271425
2011-09,US.MA,710200
2011-09,US.MD,573325
2011-09,US.MI,340325
2011-09,US.MN,340550
2011-09,US.MO,450625
2011-09,US.MT,42800
2011-09,US.NC,852350
2011-09,US.NH,172850
2011-09,US.NJ,1170425
2011-09,US.NM,106450
2011-09,US.NV,263600
2011-09,US.NY,2435975
2011-09,US.OH,715250
2011-09,US.OK,231400
2011-09,US.OR,335400
2011-09,US.PA,788250
2011-09,US.RI,44650
2011-09,US.SC,286050
2011-09,US.SD,50500
2011-09,US.TX,2130225
2011-09,US.UT,198100
2011-09,US.VA,557525
2011-09,US.VT,41000
2011-09,US.WA,558650
2011-09,US.WI,348075
2011-09,US.WV,58100
2011-09,US.WY,35000
2011-10,US.AK,40800
2011-10,US.AL,266625
2011-10,US.AR,177650
2011-10,US.AZ,610900
2011-10,US.CA,4498325
2011-10,US.CO,433775
2011-10,US.CT,800025
2011-10,US.DC,200850
2011-10,US.DE,143450
2011-10,US.FL,2019900
2011-10,US.GA,648025
2011-10,US.HI,222900
2011-10,US.IL,1156575
2011-10,US.KS,304100
2011-10,US.KY,315350
2011-10,US.LA,320625
2011-10,US.MA,658900
2011-10,US.MD,652450
2011-10,US.MI,551650
2011-10,US.MN,311575
2011-10,US.MO,335125
2011-10,US.MS,6000
2011-10,US.MT,50175
2011-10,US.NC,643400
2011-10,US.NH,111600
2011-10,US.NJ,1298350
2011-10,US.NM,104375
2011-10,US.NV,466525
2011-10,US.NY,2463775
2011-10,US.OH,972675
2011-10,US.OK,200900
2011-10,US.OR,262050
2011-10,US.PA,1010275
2011-10,US.RI,62800
2011-10,US.SC,354300
2011-10,US.SD,29100
2011-10,US.TN,28000
2011-10,US.TX,2215250
2011-10,US.UT,210350
2011-10,US.VA,1141375
2011-10,US.VT,44575
2011-10,US.WA,560825
2011-10,US.WI,361200
2011-10,US.WV,132600
2011-10,US.WY,82500
2011-11,US.AK,103600
2011-11,US.AL,511275
2011-11,US.AR,191550
2011-11,US.AZ,604950
2011-11,US.CA,4926550
2011-11,US.CO,684700
2011-11,US.CT,493650
2011-11,US.DC,105400
2011-11,US.DE,53550
2011-11,US.FL,1990700
2011-11,US.GA,852025
2011-11,US.HI,171650
2011-11,US.IL,957600
2011-11,US.KS,229350
2011-11,US.KY,335425
2011-11,US.LA,284000
2011-11,US.MA,1006575
2011-11,US.MD,633300
2011-11,US.MI,467825
2011-11,US.MN,478900
2011-11,US.MO,533450
2011-11,US.MT,67000
2011-11,US.NC,822150
2011-11,US.NH,136400
2011-11,US.NJ,1344075
2011-11,US.NM,41925
2011-11,US.NV,282900
2011-11,US.NY,2454600
2011-11,US.OH,851900
2011-11,US.OK,272350
2011-11,US.OR,278325
2011-11,US.PA,879375
2011-11,US.RI,121500
2011-11,US.SC,225425
2011-11,US.SD,47875
2011-11,US.TX,2062700
2011-11,US.UT,226425
2011-11,US.VA,1176625
2011-11,US.VT,28400
2011-11,US.WA,702450
2011-11,US.WI,523625
2011-11,US.WV,148950
2011-11,US.WY,21600
2011-12,US.AK,199400
2011-12,US.AL,353400
2011-12,US.AR,137175
2011-12,US.AZ,715200
2011-12,US.CA,6051675
2011-12,US.CO,579425
2011-12,US.CT,677775
2011-12,US.DC,130000
2011-12,US.DE,22625
2011-12,US.FL,2313875
2011-12,US.GA,1395575
2011-12,US.HI,139150
2011-12,US.IL,1225625
2011-12,US.KS,184600
2011-12,US.KY,177375
2011-12,US.LA,248025
2011-12,US.MA,939475
2011-12,US.MD,756600
2011-12,US.MI,270550
2011-12,US.MN,357250
2011-12,US.MO,565825
2011-12,US.MT,118300
2011-12,US.NC,729375
2011-12,US.NH,169850
2011-12,US.NJ,1444975
2011-12,US.NM,92875
2011-12,US.NV,370925
2011-12,US.NY,3002850
2011-12,US.OH,863175
2011-12,US.OK,240950
2011-12,US.OR,373725
2011-12,US.PA,1140125
2011-12,US.RI,187000
2011-12,US.SC,211675
2011-12,US.SD,94775
2011-12,US.TX,2246675
2011-12,US.UT,339350
2011-12,US.VA,1059925
2011-12,US.VT,53125
2011-12,US.WA,816900
2011-12,US.WI,487175
2011-12,US.WV,92600
2011-12,US.WY,65575
2012-01,US.AK,103475
2012-01,US.AL,389275
2012-01,US.AR,173700
2012-01,US.AZ,714250
2012-01,US.CA,5728675
2012-01,US.CO,601050
2012-01,US.CT,771875
2012-01,US.DC,61000
2012-01,US.DE,144950
2012-01,US.FL,2765850
2012-01,US.GA,1133075
2012-01,US.HI,164750
2012-01,US.IL,1323500
2012-01,US.KS,279425
2012-01,US.KY,85825
2012-01,US.LA,497725
2012-01,US.MA,712175
2012-01,US.MD,961625
2012-01,US.MI,1103525
2012-01,US.MN,450400
2012-01,US.MO,485875
2012-01,US.MT,159600
2012-01,US.NC,942100
2012-01,US.NH,128700
2012-01,US.NJ,1387100
2012-01,US.NM,248350
2012-01,US.NV,356525
2012-01,US.NY,3810000
2012-01,US.OH,758450
2012-01,US.OK,266875
2012-01,US.OR,300675
2012-01,US.PA,1092325
2012-01,US.RI,146150
2012-01,US.SC,514675
2012-01,US.SD,34925
2012-01,US.TX,2242925
2012-01,US.UT,218975
2012-01,US.VA,1459950
2012-01,US.VT,80200
2012-01,US.WA,797650
2012-01,US.WI,459250
2012-01,US.WV,127475
2012-01,US.WY,35600
2012-02,US.AK,160700
2012-02,US.AL,414975
2012-02,US.AR,195500
2012-02,US.AZ,592475
2012-02,US.CA,7272400
2012-02,US.CO,621850
2012-02,US.CT,496550
2012-02,US.DC,120200
2012-02,US.DE,105025
2012-02,US.FL,2514175
2012-02,US.GA,882425
2012-02,US.HI,151325
2012-02,US.IL,1367150
2012-02,US.KS,324775
2012-02,US.KY,360725
2012-02,US.LA,389700
2012-02,US.MA,1063750
2012-02,US.MD,818850
2012-02,US.MI,1042475
2012-02,US.MN,539875
2012-02,US.MO,638850
2012-02,US.MS,4000
2012-02,US.MT,124225
2012-02,US.NC,1127525
2012-02,US.NH,135750
2012-02,US.NJ,1257950
2012-02,US.NM,173400
2012-02,US.NV,422050
2012-02,US.NY,3617300
2012-02,US.OH,851350
2012-02,US.OK,328575
2012-02,US.OR,391400
2012-02,US.PA,1150075
2012-02,US.RI,113000
2012-02,US.SC,302300
2012-02,US.SD,120100
2012-02,US.TX,3036200
2012-02,US.UT,234625
2012-02,US.VA,1093250
2012-02,US.VT,43400
2012-02,US.WA,801575
2012-02,US.WI,444375
2012-02,US.WV,122900
2012-02,US.WY,89100
2012-03,US.AK,178900
2012-03,US.AL,603400
2012-03,US.AR,340000
2012-03,US.AZ,799325
2012-03,US.CA,7208675
2012-03,US.CO,714000
2012-03,US.CT,800025
2012-03,US.DC,251250
2012-03,US.DE,50600
2012-03,US.FL,3091900
2012-03,US.GA,1174725
2012-03,US.HI,198325
2012-03,US.IL,1809000
2012-03,US.KS,468325
2012-03,US.KY,425400
2012-03,US.LA,564900
2012-03,US.MA,1325225
2012-03,US.MD,802625
2012-03,US.MI,733400
2012-03,US.MN,481700
2012-03,US.MO,494050
2012-03,US.MT,57100
2012-03,US.NC,1085825
2012-03,US.NH,173650
2012-03,US.NJ,1744300
2012-03,US.NM,280025
2012-03,US.NV,664325
2012-03,US.NY,3902975
2012-03,US.OH,1084425
2012-03,US.OK,253625
2012-03,US.OR,532225
2012-03,US.PA,1224750
2012-03,US.RI,148850
2012-03,US.SC,230175
2012-03,US.SD,79150
2012-03,US.TX,2704600
2012-03,US.UT,307225
2012-03,US.VA,1189550
2012-03,US.VT,92950
2012-03,US.WA,617200
2012-03,US.WI,445275
2012-03,US.WV,141075
2012-03,US.WY,61275
2012-04,US.AK,131850
2012-04,US.AL,423350
2012-04,US.AR,324425
2012-04,US.AZ,879775
2012-04,US.CA,6620675
2012-04,US.CO,898100
2012-04,US.CT,768950
2012-04,US.DC,222500
2012-04,US.DE,91550
2012-04,US.FL,3406725
2012-04,US.GA,1353725
2012-04,US.HI,130800
2012-04,US.IL,1822450
2012-04,US.KS,394200
2012-04,US.KY,373225
2012-04,US.LA,494900
2012-04,US.MA,1145175
2012-04,US.MD,1178750
2012-04,US.MI,1242550
2012-04,US.MN,798500
2012-04,US.MO,679950
2012-04,US.MT,119225
2012-04,US.NC,1033475
2012-04,US.NH,240675
2012-04,US.NJ,1698775
2012-04,US.NM,174000
2012-04,US.NV,587125
2012-04,US.NY,4748900
2012-04,US.OH,1210800
2012-04,US.OK,251275
2012-04,US.OR,468450
2012-04,US.PA,1469750
2012-04,US.RI,205650
2012-04,US.SC,405125
2012-04,US.SD,50025
2012-04,US.TX,2763775
2012-04,US.UT,391300
2012-04,US.VA,1577150
2012-04,US.VT,50075
2012-04,US.WA,648325
2012-04,US.WI,321475
2012-04,US.WV,155225
2012-04,US.WY,98425
2012-05,US.AK,195225
2012-05,US.AL,683400
2012-05,US.AR,370850
2012-05,US.AZ,1114700
2012-05,US.CA,9784375
2012-05,US.CO,880475
2012-05,US.CT,652300
2012-05,US.DC,71300
2012-05,US.DE,120475
2012-05,US.FL,3201875
2012-05,US.GA,1301075
2012-05,US.HI,267125
2012-05,US.IL,1834025
2012-05,US.KS,393025
2012-05,US.KY,349475
2012-05,US.LA,710625
2012-05,US.MA,1299500
2012-05,US.MD,958325
2012-05,US.MI,859800
2012-05,US.MN,564575
2012-05,US.MO,520925
2012-05,US.MT,88875
2012-05,US.NC,1112225
2012-05,US.NH,97125
2012-05,US.NJ,1504200
2012-05,US.NM,263200
2012-05,US.NV,559900
2012-05,US.NY,4020350
2012-05,US.OH,1316300
2012-05,US.OK,392575
2012-05,US.OR,553175
2012-05,US.PA,1144700
2012-05,US.RI,206425
2012-05,US.SC,396050
2012-05,US.SD,120525
2012-05,US.TX,3350700
2012-05,US.UT,337275
2012-05,US.VA,1354650
2012-05,US.VT,70800
2012-05,US.WA,1063700
2012-05,US.WI,563975
2012-05,US.WV,137000
2012-05,US.WY,303650
2012-06,US.AK,201225
2012-06,US.AL,561400
2012-06,US.AR,506225
2012-06,US.AZ,978550
2012-06,US.CA,7354300
2012-06,US.CO,732375
2012-06,US.CT,958175
2012-06,US.DC,151925
2012-06,US.DE,191675
2012-06,US.FL,3350175
2012-06,US.GA,1599625
2012-06,US.HI,282100
2012-06,US.IL,1946825
2012-06,US.KS,306525
2012-06,US.KY,277875
2012-06,US.LA,604625
2012-06,US.MA,1870600
2012-06,US.MD,1146850
2012-06,US.MI,730025
2012-06,US.MN,785500
2012-06,US.MO,542525
2012-06,US.MT,275525
2012-06,US.NC,1824700
2012-06,US.NH,260950
2012-06,US.NJ,2584725
2012-06,US.NM,140025
2012-06,US.NV,620725
2012-06,US.NY,5625975
2012-06,US.OH,1370100
2012-06,US.OK,298650
2012-06,US.OR,502225
2012-06,US.PA,2154350
2012-06,US.RI,211175
2012-06,US.SC,742825
2012-06,US.SD,73075
2012-06,US.TX,3738925
2012-06,US.UT,372000
2012-06,US.VA,1914375
2012-06,US.VT,106200
2012-06,US.WA,1234650
2012-06,US.WI,562225
2012-06,US.WV,355025
2012-06,US.WY,176750
2012-07,US.AK,87800
2012-07,US.AL,785475
2012-07,US.AR,533200
2012-07,US.AZ,1217825
2012-07,US.CA,8683775
2012-07,US.CO,1284125
2012-07,US.CT,927825
2012-07,US.DC,192400
2012-07,US.DE,193375
2012-07,US.FL,5199150
2012-07,US.GA,1952300
2012-07,US.HI,253325
2012-07,US.IL,2237825
2012-07,US.KS,576250
2012-07,US.KY,491950
2012-07,US.LA,937325
2012-07,US.MA,1795200
2012-07,US.MD,1249400
2012-07,US.MI,1304750
2012-07,US.MN,1032650
2012-07,US.MO,758625
